site_id,asset_class,asset_label,asset_rank,map_color,name,status,country,lat,lon,geometry_role,primary_provider,primary_dataset,provider_priority,provider_sources,source_datasets,source_ids,provider_classes,subclasses,record_count
site_894,extraction_site,Extraction Site,8,#b2182b,JABEL MADAR,,OMAN,22.26142549999986,58.2916551915899,site,OGIM,ogim,1,OGIM,ogim,2064314,OIL AND NATURAL GAS FIELDS,,1
site_895,extraction_site,Extraction Site,8,#b2182b,JABIAH,,OMAN,22.765397499999857,56.228249229623245,site,OGIM,ogim,1,OGIM,ogim,2064175,OIL AND NATURAL GAS FIELDS,,1
site_896,extraction_site,Extraction Site,8,#b2182b,JADE,,EGYPT,30.92752250023004,27.114623529858733,site,OGIM,ogim,1,OGIM,ogim,2059911,OIL AND NATURAL GAS FIELDS,,1
site_897,extraction_site,Extraction Site,8,#b2182b,JADEER,,OMAN,18.4659625,55.99346169460328,site,OGIM,ogim,1,OGIM,ogim,2064255,OIL AND NATURAL GAS FIELDS,,1
site_898,extraction_site,Extraction Site,8,#b2182b,JADWAL,,OMAN,22.982540499999843,55.818598451892825,site,OGIM,ogim,1,OGIM,ogim,2064151,OIL AND NATURAL GAS FIELDS,,1
site_899,extraction_site,Extraction Site,8,#b2182b,JAHAM,,SAUDI ARABIA,26.134574385327337,47.43682142833482,site,OGIM,ogim,1,OGIM,ogim,2064478,OIL AND NATURAL GAS FIELDS,,1
site_900,extraction_site,Extraction Site,8,#b2182b,JAHLAH,,OMAN,22.83972249999985,55.85229871124946,site,OGIM,ogim,1,OGIM,ogim,2064162,OIL AND NATURAL GAS FIELDS,,1
site_901,extraction_site,Extraction Site,8,#b2182b,JALADI,,SAUDI ARABIA,27.093550943794583,48.61536622755743,site,OGIM,ogim,1,OGIM,ogim,2064471,OIL AND NATURAL GAS FIELDS,,1
site_902,extraction_site,Extraction Site,8,#b2182b,JALAL,,OMAN,22.915710999999845,55.85446510333957,site,OGIM,ogim,1,OGIM,ogim,2064152,OIL AND NATURAL GAS FIELDS,,1
site_903,extraction_site,Extraction Site,8,#b2182b,JALMUD,,OMAN,19.020728499999997,56.449591276038994,site,OGIM,ogim,1,OGIM,ogim,2064280,OIL AND NATURAL GAS FIELDS,,1
site_904,extraction_site,Extraction Site,8,#b2182b,JALMUD N,,OMAN,19.080905,56.46302122217788,site,OGIM,ogim,1,OGIM,ogim,2064276,OIL AND NATURAL GAS FIELDS,,1
site_905,extraction_site,Extraction Site,8,#b2182b,JAMBUR,,IRAQ,35.147459451359175,44.51412422110195,site,OGIM,ogim,1,OGIM,ogim,2064035,OIL AND NATURAL GAS FIELDS,,1
site_906,extraction_site,Extraction Site,8,#b2182b,JAMBUR,,IRAQ,35.15579724624263,44.499482247719094,site,OGIM,ogim,1,OGIM,ogim,2063987,OIL AND NATURAL GAS FIELDS,,1
site_907,extraction_site,Extraction Site,8,#b2182b,JANA,,SAUDI ARABIA,27.445219284426955,50.00074069234114,site,OGIM,ogim,1,OGIM,ogim,2064464,OIL AND NATURAL GAS FIELDS,,1
site_908,extraction_site,Extraction Site,8,#b2182b,JARIA PIKA,,IRAQ,34.26853017361653,45.46454425428657,site,OGIM,ogim,1,OGIM,ogim,2063993,OIL AND NATURAL GAS FIELDS,,1
site_909,extraction_site,Extraction Site,8,#b2182b,JARN YAPHOUR,,UNITED ARAB EMIRATES,24.23347199401094,54.693242487899845,site,OGIM,ogim,1,OGIM,ogim,2064573,OIL AND NATURAL GAS FIELDS,,1
site_910,extraction_site,Extraction Site,8,#b2182b,JARNAIN,,"QATAR, UNITED ARAB EMIRATES",24.82934294762569,52.33383849672269,site,OGIM,ogim,1,OGIM,ogim,2064570,OIL AND NATURAL GAS FIELDS,,1
site_911,extraction_site,Extraction Site,8,#b2182b,JASMIN,,EGYPT,30.773463500184967,27.1896005828466,site,OGIM,ogim,1,OGIM,ogim,2060122,OIL AND NATURAL GAS FIELDS,,1
site_912,extraction_site,Extraction Site,8,#b2182b,JASMIN EAST,,EGYPT,30.76541649998543,27.22726167413107,site,OGIM,ogim,1,OGIM,ogim,2060107,OIL AND NATURAL GAS FIELDS,,1
site_913,extraction_site,Extraction Site,8,#b2182b,JAWAN,,IRAQ,35.934661771612916,43.04435526133745,site,OGIM,ogim,1,OGIM,ogim,2063980,OIL AND NATURAL GAS FIELDS,,1
site_914,extraction_site,Extraction Site,8,#b2182b,JAWB,,SAUDI ARABIA,23.273944625165285,50.25475427022215,site,OGIM,ogim,1,OGIM,ogim,2064507,OIL AND NATURAL GAS FIELDS,,1
site_915,extraction_site,Extraction Site,8,#b2182b,JAWDAH,,OMAN,19.0426555,56.40799999255335,site,OGIM,ogim,1,OGIM,ogim,2064279,OIL AND NATURAL GAS FIELDS,,1
site_916,extraction_site,Extraction Site,8,#b2182b,JAZAL,,OMAN,17.644224,54.45708133315249,site,OGIM,ogim,1,OGIM,ogim,2064179,OIL AND NATURAL GAS FIELDS,,1
site_917,extraction_site,Extraction Site,8,#b2182b,JC 17-2,,EGYPT,31.20041999993554,26.66572399987453,site,OGIM,ogim,1,OGIM,ogim,2059469,OIL AND NATURAL GAS FIELDS,,1
site_918,extraction_site,Extraction Site,8,#b2182b,JC 18 1,,EGYPT,31.236571000335587,26.79993099986652,site,OGIM,ogim,1,OGIM,ogim,2059612,OIL AND NATURAL GAS FIELDS,,1
site_919,extraction_site,Extraction Site,8,#b2182b,JD 1ST,,EGYPT,29.943718999877618,28.36556100012993,site,OGIM,ogim,1,OGIM,ogim,2059807,OIL AND NATURAL GAS FIELDS,,1
site_920,extraction_site,Extraction Site,8,#b2182b,JD C1-1,,EGYPT,29.91578599990048,28.412095000268497,site,OGIM,ogim,1,OGIM,ogim,2060083,OIL AND NATURAL GAS FIELDS,,1
site_921,extraction_site,Extraction Site,8,#b2182b,JD T1,,EGYPT,29.96309200011588,28.376446000064504,site,OGIM,ogim,1,OGIM,ogim,2060268,OIL AND NATURAL GAS FIELDS,,1
site_922,extraction_site,Extraction Site,8,#b2182b,JG,,EGYPT,30.02583700013726,28.197560242053,site,OGIM,ogim,1,OGIM,ogim,2059654,OIL AND NATURAL GAS FIELDS,,1
site_923,extraction_site,Extraction Site,8,#b2182b,JISR,,OMAN,18.155451,55.54990831655788,site,OGIM,ogim,1,OGIM,ogim,2064219,OIL AND NATURAL GAS FIELDS,,1
site_924,extraction_site,Extraction Site,8,#b2182b,JUDAIDA,,IRAQ,34.934833345395376,44.24608174607157,site,OGIM,ogim,1,OGIM,ogim,2064029,OIL AND NATURAL GAS FIELDS,,1
site_925,extraction_site,Extraction Site,8,#b2182b,JUFAYN,,SAUDI ARABIA,23.84128804960948,49.34579582520803,site,OGIM,ogim,1,OGIM,ogim,2064486,OIL AND NATURAL GAS FIELDS,,1
site_926,extraction_site,Extraction Site,8,#b2182b,JULY,,EGYPT,28.26543399988752,33.25089618637004,site,OGIM,ogim,1,OGIM,ogim,2059216,OIL AND NATURAL GAS FIELDS,,1
site_927,extraction_site,Extraction Site,8,#b2182b,JULY NORTH,,EGYPT,28.32072800004049,33.23083545061345,site,OGIM,ogim,1,OGIM,ogim,2059621,OIL AND NATURAL GAS FIELDS,,1
site_928,extraction_site,Extraction Site,8,#b2182b,JURAYBI'AT,,SAUDI ARABIA,27.455761506459808,47.95751160434291,site,OGIM,ogim,1,OGIM,ogim,2064474,OIL AND NATURAL GAS FIELDS,,1
site_929,extraction_site,Extraction Site,8,#b2182b,JURAYD,,SAUDI ARABIA,27.474757065487474,50.19808587983739,site,OGIM,ogim,1,OGIM,ogim,2064465,OIL AND NATURAL GAS FIELDS,,1
site_930,extraction_site,Extraction Site,8,#b2182b,K42,,IRAQ,35.06568709247429,44.768533371481666,site,OGIM,ogim,1,OGIM,ogim,2064041,OIL AND NATURAL GAS FIELDS,,1
site_931,extraction_site,Extraction Site,8,#b2182b,KAFR EL SHEIKH 1,,EGYPT,31.17323299996097,31.083635999789177,site,OGIM,ogim,1,OGIM,ogim,2059193,OIL AND NATURAL GAS FIELDS,,1
site_932,extraction_site,Extraction Site,8,#b2182b,KAHAIF,,UNITED ARAB EMIRATES,25.198863157704945,55.67287547900892,site,OGIM,ogim,1,OGIM,ogim,2064536,OIL AND NATURAL GAS FIELDS,,1
site_933,extraction_site,Extraction Site,8,#b2182b,KAHK 1,,EGYPT,29.40502800004463,30.623771000091526,site,OGIM,ogim,1,OGIM,ogim,2059985,OIL AND NATURAL GAS FIELDS,,1
site_934,extraction_site,Extraction Site,8,#b2182b,KAHLAH,,"SAUDI ARABIA, UNITED ARAB EMIRATES",22.81835270320402,53.6021708077253,site,OGIM,ogim,1,OGIM,ogim,2064456,OIL AND NATURAL GAS FIELDS,,1
site_935,extraction_site,Extraction Site,8,#b2182b,KAHRAMAN B,,EGYPT,30.8669889996263,26.651297360095658,site,OGIM,ogim,1,OGIM,ogim,2059709,OIL AND NATURAL GAS FIELDS,,1
site_936,extraction_site,Extraction Site,8,#b2182b,KAHRAMAN C/SOUTH,,EGYPT,30.84990399993049,26.604542988619603,site,OGIM,ogim,1,OGIM,ogim,2058833,OIL AND NATURAL GAS FIELDS,,1
site_937,extraction_site,Extraction Site,8,#b2182b,KALABSHA,,EGYPT,30.532236000178983,26.106368825772808,site,OGIM,ogim,1,OGIM,ogim,2059307,OIL AND NATURAL GAS FIELDS,,1
site_938,extraction_site,Extraction Site,8,#b2182b,KALABSHA WEST A,,EGYPT,30.58112350006311,25.9834283263717,site,OGIM,ogim,1,OGIM,ogim,2059982,OIL AND NATURAL GAS FIELDS,,1
site_939,extraction_site,Extraction Site,8,#b2182b,KALABSHA WEST C,,EGYPT,30.404126499764462,25.777724654187068,site,OGIM,ogim,1,OGIM,ogim,2060099,OIL AND NATURAL GAS FIELDS,,1
site_940,extraction_site,Extraction Site,8,#b2182b,KALABSHA WEST I,,EGYPT,30.507395500062497,25.910211032106467,site,OGIM,ogim,1,OGIM,ogim,2060050,OIL AND NATURAL GAS FIELDS,,1
site_941,extraction_site,Extraction Site,8,#b2182b,KALABSHA WEST J,,EGYPT,30.483407999789392,25.877890999785876,site,OGIM,ogim,1,OGIM,ogim,2060275,OIL AND NATURAL GAS FIELDS,,1
site_942,extraction_site,Extraction Site,8,#b2182b,KALABSHA WEST L DEEP 1,,EGYPT,30.354603000028614,25.796160999629052,site,OGIM,ogim,1,OGIM,ogim,2060178,OIL AND NATURAL GAS FIELDS,,1
site_943,extraction_site,Extraction Site,8,#b2182b,KALABSHA WEST M 1,,EGYPT,30.335452000162597,25.900377999880472,site,OGIM,ogim,1,OGIM,ogim,2060384,OIL AND NATURAL GAS FIELDS,,1
site_944,extraction_site,Extraction Site,8,#b2182b,KALABSHA WEST N,,EGYPT,30.468129000261655,25.783314000062205,site,OGIM,ogim,1,OGIM,ogim,2060219,OIL AND NATURAL GAS FIELDS,,1
site_945,extraction_site,Extraction Site,8,#b2182b,KALABSHA WEST O 1,,EGYPT,30.335678999878574,25.7593760002473,site,OGIM,ogim,1,OGIM,ogim,2060198,OIL AND NATURAL GAS FIELDS,,1
site_946,extraction_site,Extraction Site,8,#b2182b,KALABSHA WEST P,,EGYPT,30.393286000191527,25.968340000030626,site,OGIM,ogim,1,OGIM,ogim,2060393,OIL AND NATURAL GAS FIELDS,,1
site_947,extraction_site,Extraction Site,8,#b2182b,KALABSHA WEST R 1,,EGYPT,30.613906000123116,25.98627900007253,site,OGIM,ogim,1,OGIM,ogim,2060382,OIL AND NATURAL GAS FIELDS,,1
site_948,extraction_site,Extraction Site,8,#b2182b,KALABSHA WEST SOUTH 1,,EGYPT,30.30210900007915,25.893266000046907,site,OGIM,ogim,1,OGIM,ogim,2060186,OIL AND NATURAL GAS FIELDS,,1
site_949,extraction_site,Extraction Site,8,#b2182b,KALABSHA WEST T,,EGYPT,30.49187000009968,25.718655000108868,site,OGIM,ogim,1,OGIM,ogim,2060342,OIL AND NATURAL GAS FIELDS,,1
site_950,extraction_site,Extraction Site,8,#b2182b,KAMOSE,,EGYPT,31.515463499945323,32.77048000338743,site,OGIM,ogim,1,OGIM,ogim,2059520,OIL AND NATURAL GAS FIELDS,,1
site_951,extraction_site,Extraction Site,8,#b2182b,KANAYES 5,,EGYPT,30.868524999700732,27.786961999712187,site,OGIM,ogim,1,OGIM,ogim,2059313,OIL AND NATURAL GAS FIELDS,,1
site_952,extraction_site,Extraction Site,8,#b2182b,KANAYES 7,,EGYPT,30.90663399973476,27.93160999967384,site,OGIM,ogim,1,OGIM,ogim,2059420,OIL AND NATURAL GAS FIELDS,,1
site_953,extraction_site,Extraction Site,8,#b2182b,KANAYES WEST B 1,,EGYPT,30.971935000193348,27.83652227587963,site,OGIM,ogim,1,OGIM,ogim,2060141,OIL AND NATURAL GAS FIELDS,,1
site_954,extraction_site,Extraction Site,8,#b2182b,KANAYES WEST D 1,,EGYPT,30.84210600011273,27.771357000195756,site,OGIM,ogim,1,OGIM,ogim,2060292,OIL AND NATURAL GAS FIELDS,,1
site_955,extraction_site,Extraction Site,8,#b2182b,KANAYES WEST E,,EGYPT,30.80152950034293,27.64565960144725,site,OGIM,ogim,1,OGIM,ogim,2060037,OIL AND NATURAL GAS FIELDS,,1
site_956,extraction_site,Extraction Site,8,#b2182b,KANAYES WEST G,,EGYPT,30.891313000009077,27.86856399982258,site,OGIM,ogim,1,OGIM,ogim,2060283,OIL AND NATURAL GAS FIELDS,,1
site_957,extraction_site,Extraction Site,8,#b2182b,KANAYES WEST I,,EGYPT,30.814231000001293,27.609752000282384,site,OGIM,ogim,1,OGIM,ogim,2060159,OIL AND NATURAL GAS FIELDS,,1
site_958,extraction_site,Extraction Site,8,#b2182b,KANAYES WEST J,,EGYPT,30.68297200001539,27.85385800010647,site,OGIM,ogim,1,OGIM,ogim,2060308,OIL AND NATURAL GAS FIELDS,,1
site_959,extraction_site,Extraction Site,8,#b2182b,KANAYES WEST K,,EGYPT,30.814579999715303,27.905036999933117,site,OGIM,ogim,1,OGIM,ogim,2060317,OIL AND NATURAL GAS FIELDS,,1
site_960,extraction_site,Extraction Site,8,#b2182b,KANAYES WEST M 1,,EGYPT,30.759347999878315,27.673116000151023,site,OGIM,ogim,1,OGIM,ogim,2060380,OIL AND NATURAL GAS FIELDS,,1
site_961,extraction_site,Extraction Site,8,#b2182b,KANAYES WEST S,,EGYPT,30.797822000191964,27.769372000099025,site,OGIM,ogim,1,OGIM,ogim,2060163,OIL AND NATURAL GAS FIELDS,,1
site_962,extraction_site,Extraction Site,8,#b2182b,KANAYES WEST T,,EGYPT,30.739833000035617,27.71628400034359,site,OGIM,ogim,1,OGIM,ogim,2060282,OIL AND NATURAL GAS FIELDS,,1
site_963,extraction_site,Extraction Site,8,#b2182b,KANAYES WEST X,,EGYPT,30.72001499968596,27.674721000306192,site,OGIM,ogim,1,OGIM,ogim,2060339,OIL AND NATURAL GAS FIELDS,,1
site_964,extraction_site,Extraction Site,8,#b2182b,KARAMA,,EGYPT,29.551671999970104,29.498457244965387,site,OGIM,ogim,1,OGIM,ogim,2059609,OIL AND NATURAL GAS FIELDS,,1
site_965,extraction_site,Extraction Site,8,#b2182b,KARAMA EAST 1,,EGYPT,29.55858549999172,29.578371178440335,site,OGIM,ogim,1,OGIM,ogim,2059761,OIL AND NATURAL GAS FIELDS,,1
site_966,extraction_site,Extraction Site,8,#b2182b,KARAMA NORTHEAST,,EGYPT,29.5653544999388,29.536482791158548,site,OGIM,ogim,1,OGIM,ogim,2059684,OIL AND NATURAL GAS FIELDS,,1
site_967,extraction_site,Extraction Site,8,#b2182b,KARAMA NW,,EGYPT,29.584015499851553,29.446009543554972,site,OGIM,ogim,1,OGIM,ogim,2059725,OIL AND NATURAL GAS FIELDS,,1
site_968,extraction_site,Extraction Site,8,#b2182b,KARAMA W,,EGYPT,29.565145500217692,29.467910651192177,site,OGIM,ogim,1,OGIM,ogim,2059769,OIL AND NATURAL GAS FIELDS,,1
site_969,extraction_site,Extraction Site,8,#b2182b,KARAN,,SAUDI ARABIA,27.736941526419216,49.96229671679415,site,OGIM,ogim,1,OGIM,ogim,2064490,OIL AND NATURAL GAS FIELDS,,1
site_970,extraction_site,Extraction Site,8,#b2182b,KARANIS,,EGYPT,30.962364999815644,27.33463933232683,site,OGIM,ogim,1,OGIM,ogim,2059907,OIL AND NATURAL GAS FIELDS,,1
site_971,extraction_site,Extraction Site,8,#b2182b,KAREEM,,EGYPT,28.22568999986127,33.03783701809863,site,OGIM,ogim,1,OGIM,ogim,2058965,OIL AND NATURAL GAS FIELDS,,1
site_972,extraction_site,Extraction Site,8,#b2182b,KAREEM EAST 1,,EGYPT,28.225935000087624,33.04639899971855,site,OGIM,ogim,1,OGIM,ogim,2059035,OIL AND NATURAL GAS FIELDS,,1
site_973,extraction_site,Extraction Site,8,#b2182b,KAREEM NUBIA,,EGYPT,28.225534000098133,33.02715700009438,site,OGIM,ogim,1,OGIM,ogim,2060130,OIL AND NATURAL GAS FIELDS,,1
site_974,extraction_site,Extraction Site,8,#b2182b,KAREIN,,IRAN,30.974146808548177,49.838316969754416,site,OGIM,ogim,1,OGIM,ogim,2063884,OIL AND NATURAL GAS FIELDS,,1
site_975,extraction_site,Extraction Site,8,#b2182b,KARIM W,,OMAN,18.5237125,55.88829211256699,site,OGIM,ogim,1,OGIM,ogim,2064245,OIL AND NATURAL GAS FIELDS,,1
site_976,extraction_site,Extraction Site,8,#b2182b,KARIMA,,EGYPT,29.53075099982778,28.46969200016767,site,OGIM,ogim,1,OGIM,ogim,2060216,OIL AND NATURAL GAS FIELDS,,1
site_977,extraction_site,Extraction Site,8,#b2182b,KARKARA,,QATAR,25.14198121129487,52.447722966525994,site,OGIM,ogim,1,OGIM,ogim,2064431,OIL AND NATURAL GAS FIELDS,,1
site_978,extraction_site,Extraction Site,8,#b2182b,KARNAK,,EGYPT,30.730168500173736,27.18689349226201,site,OGIM,ogim,1,OGIM,ogim,2059001,OIL AND NATURAL GAS FIELDS,,1
site_979,extraction_site,Extraction Site,8,#b2182b,KAROUS,,EGYPT,31.618101499810308,32.23065415501005,site,OGIM,ogim,1,OGIM,ogim,2059471,OIL AND NATURAL GAS FIELDS,,1
site_980,extraction_site,Extraction Site,8,#b2182b,KATHEER,,OMAN,19.71671599999995,56.025021098835424,site,OGIM,ogim,1,OGIM,ogim,2064297,OIL AND NATURAL GAS FIELDS,,1
site_981,extraction_site,Extraction Site,8,#b2182b,KAUKAB,,OMAN,18.245937,55.05512237232815,site,OGIM,ogim,1,OGIM,ogim,2064196,OIL AND NATURAL GAS FIELDS,,1
site_982,extraction_site,Extraction Site,8,#b2182b,KENZ,,EGYPT,30.66931999989316,26.983806419474256,site,OGIM,ogim,1,OGIM,ogim,2059438,OIL AND NATURAL GAS FIELDS,,1
site_983,extraction_site,Extraction Site,8,#b2182b,KERSH 1,,EGYPT,31.689815999987175,32.44882099757004,site,OGIM,ogim,1,OGIM,ogim,2059279,OIL AND NATURAL GAS FIELDS,,1
site_984,extraction_site,Extraction Site,8,#b2182b,KG 45 1B,,EGYPT,32.71517900028051,29.89965624984258,site,OGIM,ogim,1,OGIM,ogim,2059797,OIL AND NATURAL GAS FIELDS,,1
site_985,extraction_site,Extraction Site,8,#b2182b,KHABBAZ,,IRAQ,35.50496276731022,44.18338493173102,site,OGIM,ogim,1,OGIM,ogim,2064034,OIL AND NATURAL GAS FIELDS,,1
site_986,extraction_site,Extraction Site,8,#b2182b,KHALDA,,EGYPT,30.815462499801267,26.744193987572004,site,OGIM,ogim,1,OGIM,ogim,2058894,OIL AND NATURAL GAS FIELDS,,1
site_987,extraction_site,Extraction Site,8,#b2182b,KHALDA SOUTHWEST,,EGYPT,30.74848699996549,26.71484449988439,site,OGIM,ogim,1,OGIM,ogim,2059881,OIL AND NATURAL GAS FIELDS,,1
site_988,extraction_site,Extraction Site,8,#b2182b,KHAMILAH,,OMAN,22.661240999999865,56.26163861619442,site,OGIM,ogim,1,OGIM,ogim,2064176,OIL AND NATURAL GAS FIELDS,,1
site_989,extraction_site,Extraction Site,8,#b2182b,KHANUQAH,,IRAQ,35.33116361815908,43.32199705611872,site,OGIM,ogim,1,OGIM,ogim,2063983,OIL AND NATURAL GAS FIELDS,,1
site_990,extraction_site,Extraction Site,8,#b2182b,KHANUQAH,,IRAQ,35.350542978922995,43.3035356412024,site,OGIM,ogim,1,OGIM,ogim,2064024,OIL AND NATURAL GAS FIELDS,,1
site_991,extraction_site,Extraction Site,8,#b2182b,KHARIR N,,YEMEN,15.743746934440994,48.8067393791444,site,OGIM,ogim,1,OGIM,ogim,2064617,OIL AND NATURAL GAS FIELDS,,1
site_992,extraction_site,Extraction Site,8,#b2182b,KHARIR S,,YEMEN,15.701484686283353,48.78438995645699,site,OGIM,ogim,1,OGIM,ogim,2064618,OIL AND NATURAL GAS FIELDS,,1
site_993,extraction_site,Extraction Site,8,#b2182b,KHASHMAN,,KUWAIT,29.243748872257868,47.84388139995857,site,OGIM,ogim,1,OGIM,ogim,2064100,OIL AND NATURAL GAS FIELDS,,1
site_994,extraction_site,Extraction Site,8,#b2182b,KHATIF,,SAUDI ARABIA,26.743280453842623,49.9567480453606,site,OGIM,ogim,1,OGIM,ogim,2064462,OIL AND NATURAL GAS FIELDS,,1
site_995,extraction_site,Extraction Site,8,#b2182b,KHEIR,,EGYPT,28.17539799996034,33.174063017419265,site,OGIM,ogim,1,OGIM,ogim,2058932,OIL AND NATURAL GAS FIELDS,,1
site_996,extraction_site,Extraction Site,8,#b2182b,KHEIR EAST 2,,EGYPT,28.12452749999803,33.217564345185856,site,OGIM,ogim,1,OGIM,ogim,2058892,OIL AND NATURAL GAS FIELDS,,1
site_997,extraction_site,Extraction Site,8,#b2182b,KHEPRI,,EGYPT,30.68451899985709,26.34173561584388,site,OGIM,ogim,1,OGIM,ogim,2059211,OIL AND NATURAL GAS FIELDS,,1
site_998,extraction_site,Extraction Site,8,#b2182b,KHILALA 1,,EGYPT,31.352204500236564,31.33059881654784,site,OGIM,ogim,1,OGIM,ogim,2059202,OIL AND NATURAL GAS FIELDS,,1
site_999,extraction_site,Extraction Site,8,#b2182b,KHILALA NORTHWEST,,EGYPT,31.36407050027221,31.217215510364102,site,OGIM,ogim,1,OGIM,ogim,2060106,OIL AND NATURAL GAS FIELDS,,1
site_1000,extraction_site,Extraction Site,8,#b2182b,KHILALA SOUTH,,EGYPT,31.225774500109942,31.24937213432709,site,OGIM,ogim,1,OGIM,ogim,2060031,OIL AND NATURAL GAS FIELDS,,1
site_1001,extraction_site,Extraction Site,8,#b2182b,KHILALA WEST,,EGYPT,31.319171000146063,31.254106762057383,site,OGIM,ogim,1,OGIM,ogim,2059836,OIL AND NATURAL GAS FIELDS,,1
site_1002,extraction_site,Extraction Site,8,#b2182b,KHOR MOR,,IRAQ,35.085897825320494,44.862069028340905,site,OGIM,ogim,1,OGIM,ogim,2063978,OIL AND NATURAL GAS FIELDS,,1
site_1003,extraction_site,Extraction Site,8,#b2182b,KHUBAI,,UNITED ARAB EMIRATES,25.062694705469667,55.642102293940866,site,OGIM,ogim,1,OGIM,ogim,2064542,OIL AND NATURAL GAS FIELDS,,1
site_1004,extraction_site,Extraction Site,8,#b2182b,KHULUD,,OMAN,22.230407999999855,56.37171408608202,site,OGIM,ogim,1,OGIM,ogim,2064127,OIL AND NATURAL GAS FIELDS,,1
site_1005,extraction_site,Extraction Site,8,#b2182b,KHURAIS,,SAUDI ARABIA,25.17606750412327,48.05753442539627,site,OGIM,ogim,1,OGIM,ogim,2064525,OIL AND NATURAL GAS FIELDS,,1
site_1006,extraction_site,Extraction Site,8,#b2182b,KHURSANIYAH,,SAUDI ARABIA,27.246712081057467,49.21932737869667,site,OGIM,ogim,1,OGIM,ogim,2064469,OIL AND NATURAL GAS FIELDS,,1
site_1007,extraction_site,Extraction Site,8,#b2182b,KHUSUB,,UNITED ARAB EMIRATES,24.6283881346021,55.59440760606429,site,OGIM,ogim,1,OGIM,ogim,2064577,OIL AND NATURAL GAS FIELDS,,1
site_1008,extraction_site,Extraction Site,8,#b2182b,KHUZAMA,,SAUDI ARABIA,23.228414600206396,46.90425487706949,site,OGIM,ogim,1,OGIM,ogim,2064511,OIL AND NATURAL GAS FIELDS,,1
site_1009,extraction_site,Extraction Site,8,#b2182b,KIRKUK,,IRAQ,35.70656014923454,44.07204157252937,site,OGIM,ogim,1,OGIM,ogim,2064031,OIL AND NATURAL GAS FIELDS,,1
site_1010,extraction_site,Extraction Site,8,#b2182b,KISH,,IRAN,26.51145678213355,53.945701061821,site,OGIM,ogim,1,OGIM,ogim,2063842,OIL AND NATURAL GAS FIELDS,,1
site_1011,extraction_site,Extraction Site,8,#b2182b,KK 84 6,,EGYPT,28.435841500280468,33.05205088823614,site,OGIM,ogim,1,OGIM,ogim,2059241,OIL AND NATURAL GAS FIELDS,,1
site_1012,extraction_site,Extraction Site,8,#b2182b,KRA' ALMRU,,KUWAIT,29.39069842837636,47.344334488781634,site,OGIM,ogim,1,OGIM,ogim,2064101,OIL AND NATURAL GAS FIELDS,,1
site_1013,extraction_site,Extraction Site,8,#b2182b,KUH E RIG,,IRAN,31.2949380555293,51.02499907541875,site,OGIM,ogim,1,OGIM,ogim,2063887,OIL AND NATURAL GAS FIELDS,,1
site_1014,extraction_site,Extraction Site,8,#b2182b,KUPAL,,IRAN,31.363748760987107,49.23497684125277,site,OGIM,ogim,1,OGIM,ogim,2063892,OIL AND NATURAL GAS FIELDS,,1
site_1015,extraction_site,Extraction Site,8,#b2182b,KURAYN,,SAUDI ARABIA,27.558527649644248,49.646864986861935,site,OGIM,ogim,1,OGIM,ogim,2064466,OIL AND NATURAL GAS FIELDS,,1
site_1016,extraction_site,Extraction Site,8,#b2182b,KURDAMIR,,IRAQ,35.04333045499611,45.25444677249097,site,OGIM,ogim,1,OGIM,ogim,2063988,OIL AND NATURAL GAS FIELDS,,1
site_1017,extraction_site,Extraction Site,8,#b2182b,LA 52 1,,EGYPT,33.06664200034703,30.122156999685217,site,OGIM,ogim,1,OGIM,ogim,2059798,OIL AND NATURAL GAS FIELDS,,1
site_1018,extraction_site,Extraction Site,8,#b2182b,LAGIA,,EGYPT,29.26856200001604,32.89439459373375,site,OGIM,ogim,1,OGIM,ogim,2058867,OIL AND NATURAL GAS FIELDS,,1
site_1019,extraction_site,Extraction Site,8,#b2182b,LAHUN,,EGYPT,29.21601949995651,31.05632676736409,site,OGIM,ogim,1,OGIM,ogim,2059680,OIL AND NATURAL GAS FIELDS,,1
site_1020,extraction_site,Extraction Site,8,#b2182b,LALI,,IRAN,32.32477853607312,48.993869969037775,site,OGIM,ogim,1,OGIM,ogim,2063897,OIL AND NATURAL GAS FIELDS,,1
site_1021,extraction_site,Extraction Site,8,#b2182b,LAYLA,,SAUDI ARABIA,22.41784953913374,46.64756550482173,site,OGIM,ogim,1,OGIM,ogim,2064518,OIL AND NATURAL GAS FIELDS,,1
site_1022,extraction_site,Extraction Site,8,#b2182b,LD 51-1,,EGYPT,33.32633799990624,30.092894000215924,site,OGIM,ogim,1,OGIM,ogim,2060140,OIL AND NATURAL GAS FIELDS,,1
site_1023,extraction_site,Extraction Site,8,#b2182b,LEKHWAIR,,OMAN,22.863993999999852,55.291046249999994,site,OGIM,ogim,1,OGIM,ogim,2064136,OIL AND NATURAL GAS FIELDS,,1
site_1024,extraction_site,Extraction Site,8,#b2182b,LEKHWAIR,,OMAN,22.867339999999853,55.35388049680672,site,OGIM,ogim,1,OGIM,ogim,2064110,OIL AND NATURAL GAS FIELDS,,1
site_1025,extraction_site,Extraction Site,8,#b2182b,LIBRA (WND),,EGYPT,31.94920150025407,30.171525496751045,site,OGIM,ogim,1,OGIM,ogim,2059628,OIL AND NATURAL GAS FIELDS,,1
